가게명,리뷰수,배달기준금액,배달비,리뷰수_log,배달기준금액_log,배달비_log,ClusterLabel
고기혁명-노원점,270,14900,2500,5.602118820879701,9.60918360377546,7.824445930877619,1
삼겹이차돌이,755,10000,2500,6.628041376179533,9.210440366976517,7.824445930877619,0
연평도간장게장-방학점,0,12000,5500,0.0,9.392745258631441,8.612685172875459,3
찌개덕후-본점,333,9900,3500,5.811140992976701,9.200391041122515,8.160803920954665,0
프리미엄김치찌개찌개왕-쌍문점,486,6000,4500,6.18826412308259,8.699681400989514,8.412054873292933,0
정음지음-김치요리전문점,544,16000,2500,6.300785794663244,9.680406499268875,7.824445930877619,1
30년불멸의닭발-쌍문점,41,9000,900,3.7376696182833684,9.105090961257085,6.803505257608338,2
옥수동묵은지김치찜-노원점,1553,8000,4000,7.348587530927593,8.987321812850125,8.294299608857235,0
시카고부대찌개-노원점,97,14000,2000,4.584967478670572,9.546884034617925,7.601402334583733,2
냉면&불타오르냉-노원점,49,14000,2000,3.912023005428146,9.546884034617925,7.601402334583733,2
미미국물닭발-노원점,5,10000,3000,1.791759469228055,9.210440366976517,8.006700845440367,3
육회만드는사람들-노원점,47,20000,2000,3.871201010907891,9.90353755128617,7.601402334583733,2
세븐한식&분식천국,847,13000,3000,6.742880635791903,9.472781556562168,8.006700845440367,1
신의주찹쌀순대-도봉구청점,158,8000,5000,5.0689042022202315,8.987321812850125,8.517393171418904,0
산적육회-노원상계점,4,20000,2000,1.6094379124341003,9.90353755128617,7.601402334583733,3
봉이네찜닭&닭도리탕-도봉노원점,124,19000,3000,4.8283137373023015,9.852246888342531,8.006700845440367,1
라와마라탕-2호점,644,15000,3000,6.4692503167957724,9.61587214452889,8.006700845440367,1
죽사랑-창동점,173,15000,2000,5.159055299214529,9.61587214452889,7.601402334583733,2
와우곱창막창,807,18000,2000,6.694562058521095,9.798182590890704,7.601402334583733,2
집밥뚝딱-쌍문점,5,3000,5000,1.791759469228055,8.006700845440367,8.517393171418904,0
큰맘할매순대국-먹골역점,871,16000,11000,6.77078942390898,9.680406499268875,9.305741456739435,1
"곱,끌림delivery-도봉점",14,24900,3000,2.70805020110221,10.122663242288953,8.006700845440367,3
금강산감자탕,21,9000,5000,3.091042453358316,9.105090961257085,8.517393171418904,0
알밥왕-창동점,205,8000,4500,5.327876168789581,8.987321812850125,8.412054873292933,0
미아닭발,4,14000,3000,1.6094379124341003,9.546884034617925,8.006700845440367,3
긴말하지않겠다냉면-창동점,126,10000,4500,4.844187086458591,9.210440366976517,8.412054873292933,0
야수곱창,17,24000,5000,2.8903717578961645,10.085850775128717,8.517393171418904,3
오늘은스파게티&치즈밥-노원구점,69,13000,3500,4.248495242049359,9.472781556562168,8.160803920954665,3
청춘불닭발-강북점,86,17000,5900,4.465908118654584,9.741027444837728,8.682877107057168,1
통영해물탕,34,15000,2000,3.5553480614894135,9.61587214452889,7.601402334583733,2
LA교룡갈비찜닭,27,15000,2000,3.332204510175204,9.61587214452889,7.601402334583733,3
이쿠라멘&돈카츠-도봉점,30,12000,5500,3.4339872044851463,9.392745258631441,8.612685172875459,3
레게노돈삼닭,3,12000,8400,1.3862943611198906,9.392745258631441,9.036106025364846,3
제육천재-도봉점,1485,9900,2400,7.303843225277705,9.200391041122515,7.783640596221253,0
열정국밥-방학점,946,10000,3500,6.853299093186078,9.210440366976517,8.160803920954665,0
청춘불닭발-노원본점,2696,15000,3000,7.89989532313973,9.61587214452889,8.006700845440367,1
밥이야-본점,3187,14000,2400,8.067149039910106,9.546884034617925,7.783640596221253,1
골목삼겹-노원점,442,9000,2500,6.093569770045136,9.105090961257085,7.824445930877619,0
밥깨비-노원점,1039,12000,2000,6.946975992135418,9.392745258631441,7.601402334583733,2
제육대가-노원구점,341,10000,1900,5.834810737062605,9.210440366976517,7.550135342488429,2
뜸들이다-창동점,1672,8700,2400,7.422373700986824,9.071193240566025,7.783640596221253,0
돌깨마을맷돌순두부-노원점,2195,8000,3400,7.694392802629421,8.987321812850125,8.131824785007195,0
싸움의고수-은행사거리점,425,7500,3400,6.054439346269371,8.922791623969637,8.131824785007195,0
수락이오냉면-본점,1277,12000,2900,7.15305163493748,9.392745258631441,7.972810784121404,1
행컵-노원점,1522,14000,2500,7.328437352895162,9.546884034617925,7.824445930877619,1
공릉동닭한마리-쌍문점,591,20000,2400,6.3835066348840055,9.90353755128617,7.783640596221253,1
곱볶당,837,16000,1900,6.731018100482083,9.680406499268875,7.550135342488429,2
털보고된이생선구이-노원직영점,177,16500,2500,5.181783550292085,9.711176264112805,7.824445930877619,1
곱분이곱창-방학역점,332,18000,3000,5.808142489980444,9.798182590890704,8.006700845440367,1
채선당도시락&샐러드-마들점,562,15000,2900,6.333279628139691,9.61587214452889,7.972810784121404,1
직화삼겹직구삼-노원1호점,1789,12000,900,7.489970898834801,9.392745258631441,6.803505257608338,2
마마쿡수제반찬(노원점),26,23000,2900,3.295836866004329,10.043292972227004,7.972810784121404,3
N도시락,328,10000,3500,5.796057750765372,9.210440366976517,8.160803920954665,0
도쿄감자탕-본점,712,2000,2000,6.569481420414296,7.601402334583733,7.601402334583733,0
청춘묵은지김치찜-창동점,542,10000,3500,6.297109319933935,9.210440366976517,8.160803920954665,0
설담재-창동본점,758,15000,3400,6.63200177739563,9.61587214452889,8.131824785007195,1
추가불곱창막창,596,16000,1000,6.391917113392602,9.680406499268875,6.90875477931522,2
고기듬뿍대왕비빔밥-서울노원점,920,19000,2900,6.825460036255307,9.852246888342531,7.972810784121404,1
이어도생선구이-수락산점,923,18000,2900,6.828712071641684,9.798182590890704,7.972810784121404,1
김인경제육집,984,10000,2900,6.892641641172089,9.210440366976517,7.972810784121404,0
아이엠찌개,313,12000,2500,5.749392985908253,9.392745258631441,7.824445930877619,0
대머리곱창,657,18000,2900,6.489204931325317,9.798182590890704,7.972810784121404,1
辛닭발닭날개,3218,15000,3400,8.076826031298808,9.61587214452889,8.131824785007195,1
따스한곱창-방학역점,130,13900,1000,4.875197323201151,9.539716058977092,6.90875477931522,2
연안식당-창동점,301,13000,3400,5.71042701737487,9.472781556562168,8.131824785007195,1
낙지한마리수제비-노원점,46,18000,2900,3.8501476017100584,9.798182590890704,7.972810784121404,3
장수봉평메밀촌,188,14000,2900,5.241747015059643,9.546884034617925,7.972810784121404,1
곤지암할매소머리국밥-도봉구청점,80,8000,3000,4.394449154672439,8.987321812850125,8.006700845440367,0
찜닭&닭도리달인-상계점,198,12000,3000,5.293304824724492,9.392745258631441,8.006700845440367,0
대성한우곱창-방학점,161,7900,2900,5.087596335232384,8.974744612722734,7.972810784121404,0
명륜진사갈비-수락산점,62,13000,2500,4.143134726391533,9.472781556562168,7.824445930877619,3
엄마손돼지불백-상계역점,355,13000,2500,5.87493073085203,9.472781556562168,7.824445930877619,1
홍춘천치즈닭갈비-마들역점,339,15000,2000,5.8289456176102075,9.61587214452889,7.601402334583733,2
신화쭈꾸미-상계점,580,23000,1500,6.364750756851911,10.043292972227004,7.313886831633462,2
닭발세상,381,16000,2000,5.945420608606575,9.680406499268875,7.601402334583733,2
채랑샤브-본점,722,24000,2900,6.583409222158765,10.085850775128717,7.972810784121404,1
우이동멸치국수-노원점,172,14000,3400,5.153291594497779,9.546884034617925,8.131824785007195,1
윤가네묵은지김치찜,174,20000,1000,5.1647859739235145,9.90353755128617,6.90875477931522,2
차고집칡냉면&수제돈까스,1746,12000,2900,7.465655310134056,9.392745258631441,7.972810784121404,1
30년불멸의닭발-쌍문점,41,9000,900,3.7376696182833684,9.105090961257085,6.803505257608338,2
육회한덮밥,4722,14000,2000,8.460199469896118,9.546884034617925,7.601402334583733,2
옥수동묵은지김치찜-노원점,1553,8000,4000,7.348587530927593,8.987321812850125,8.294299608857235,0
삼겹의민족-방학점,86,9900,3100,4.465908118654584,9.200391041122515,8.03947991910045,0
배달의쌀국수-상계점,902,5000,2000,6.805722553416985,8.517393171418904,7.601402334583733,0
푸곱앤혼곱,515,7000,3400,6.246106765481563,8.853808274977197,8.131824785007195,0
국민낙곱새-창동점,170,18000,2900,5.14166355650266,9.798182590890704,7.972810784121404,1
영양센타-노원역점,883,17500,3400,6.784457062637643,9.770013301136158,8.131824785007195,1
명동칼국수-상계백병원점,526,12500,3900,6.267200548541362,9.433563920090563,8.268988209506656,1
땅스부대찌개-상계점,117,13900,1400,4.770684624465665,9.539716058977092,7.244941546337007,2
고기극찬-노원점,64,16800,2500,4.174387269895637,9.729193687429403,7.824445930877619,3
본도시락-수락산역점,32,15000,2500,3.4965075614664802,9.61587214452889,7.824445930877619,3
권사부순대국-창동점,1206,14000,3500,7.095893221097532,9.546884034617925,8.160803920954665,1
지랄닭발-노원점,103,15000,2500,4.6443908991413725,9.61587214452889,7.824445930877619,1
대한민죽-창동점,54,8400,2000,4.007333185232471,9.036106025364846,7.601402334583733,0
감동식당,203,20000,2900,5.318119993844216,9.90353755128617,7.972810784121404,1
남촌-노원본점,663,8000,3900,6.498282149476434,8.987321812850125,8.268988209506656,0
화로몽-창동역점,155,14000,2400,5.049856007249537,9.546884034617925,7.783640596221253,2
원조멸치국수-마들점,54,13000,2900,4.007333185232471,9.472781556562168,7.972810784121404,3
국민닭발-노원점,212,17000,3000,5.3612921657094255,9.741027444837728,8.006700845440367,1
두마리찜닭두찜-노원하계점,2807,12000,5000,7.940227765145702,9.392745258631441,8.517393171418904,1
냉면쟁이고기꾼-창동점,1525,14000,3500,7.330405211844402,9.546884034617925,8.160803920954665,1
삼형제아바이순대국.감자탕,1862,11000,5400,7.529943370601589,9.305741456739435,8.594339400592892,0
광릉불고기&숯불고기냉면전문점,90,20000,2900,4.51085950651685,9.90353755128617,7.972810784121404,1
노원왕십리곱창,334,18000,2900,5.814130531825066,9.798182590890704,7.972810784121404,1
순수덮밥-도봉점,52,10000,2900,3.970291913552122,9.210440366976517,7.972810784121404,0
방학손칼국수,70,14000,2900,4.2626798770413155,9.546884034617925,7.972810784121404,3
신촌갈비국밥,929,12000,6400,6.835184586147301,9.392745258631441,8.764209507142004,1
아부찌부대찌개-창동점,244,13900,2900,5.501258210544727,9.539716058977092,7.972810784121404,1
1인용묵은지김치찜-쌍문점,58,21900,2000,4.07753744390572,9.994287576862567,7.601402334583733,2
THE더가득담은1인김치찜-노원점,1116,8000,6400,7.018401799069201,8.987321812850125,8.764209507142004,0
맛있는곱창-본점,479,22000,3000,6.173786103901937,9.99884318585288,8.006700845440367,1
신의주찹쌀순대-중계브라운스톤점,350,13000,5400,5.860786223465865,9.472781556562168,8.594339400592892,1
동대문엽기떡볶이-노원점,293,14000,3000,5.683579767338681,9.546884034617925,8.006700845440367,1
술술국밥,119,12000,3700,4.787491742782046,9.392745258631441,8.216358332386156,0
예림해물손칼국수,130,15000,3400,4.875197323201151,9.61587214452889,8.131824785007195,1
타코이찌타꼬야끼-노원전문점,213,14000,2000,5.365976015021851,9.546884034617925,7.601402334583733,2
세븐한식&분식천국,847,13000,3000,6.742880635791903,9.472781556562168,8.006700845440367,1
웰돈카츠-상계점,11,14000,3000,2.4849066497880004,9.546884034617925,8.006700845440367,3
연평도간장게장-방학점,0,12000,5500,0.0,9.392745258631441,8.612685172875459,3
이쿠라멘&돈카츠-도봉점,30,12000,5500,3.4339872044851463,9.392745258631441,8.612685172875459,3
천복스시,7,12000,3500,2.0794415416798357,9.392745258631441,8.160803920954665,3
육회만드는사람들-노원점,47,20000,2000,3.871201010907891,9.90353755128617,7.601402334583733,2
아라연대게-의정부점,1,30000,10000,0.6931471805599453,10.308985993422082,9.210440366976517,3
레게노돈삼닭,3,12000,8400,1.3862943611198906,9.392745258631441,9.036106025364846,3
잼재미초밥,4736,16000,1500,8.463159302923751,9.680406499268875,7.313886831633462,2
육회한덮밥,4722,14000,2000,8.460199469896118,9.546884034617925,7.601402334583733,2
육회한연어-노원점,2072,14000,2000,7.636752112435779,9.546884034617925,7.601402334583733,2
동경규동-노원역점,771,13000,2900,6.648984550024776,9.472781556562168,7.972810784121404,1
멘부리-노원점,174,8000,2000,5.1647859739235145,8.987321812850125,7.601402334583733,0
두툼바삭가츠-상계점,2952,14000,2000,7.990576881743923,9.546884034617925,7.601402334583733,2
아비꼬-노원역점,180,12000,2900,5.198497031265826,9.392745258631441,7.972810784121404,0
돈카춘돈까스&카레-노원점,212,10000,2900,5.3612921657094255,9.210440366976517,7.972810784121404,0
수시로스시,2131,15000,1000,7.664815785285735,9.61587214452889,6.90875477931522,2
야미가-상계점,153,13000,2000,5.0369526024136295,9.472781556562168,7.601402334583733,2
탐나종합어시장-방학역점,879,20000,3000,6.779921907472252,9.90353755128617,8.006700845440367,1
최고당돈가스-쌍문역점,676,10000,3900,6.517671272912275,9.210440366976517,8.268988209506656,0
아오리라멘-노원점,365,12000,2500,5.902633333401366,9.392745258631441,7.824445930877619,0
무겐다이,370,10000,2900,5.916202062607435,9.210440366976517,7.972810784121404,0
쿠마키친-수락산점,224,13000,2900,5.41610040220442,9.472781556562168,7.972810784121404,1
어장촌생선구이,318,18000,2000,5.765191102784844,9.798182590890704,7.601402334583733,2
육회연어랑스시,938,14000,2500,6.844815479208263,9.546884034617925,7.824445930877619,1
멘야마쯔리딜리버리라멘-중계점,175,12000,3400,5.170483995038151,9.392745258631441,8.131824785007195,0
삿포로돈까스앤스파게티,5632,12000,6400,8.636397438894713,9.392745258631441,8.764209507142004,1
스시데마에,336,15500,1000,5.820082930352362,9.648659816955295,6.90875477931522,2
멘부리-수유점,717,9000,5000,6.576469569048224,9.105090961257085,8.517393171418904,0
스시화-도봉점,849,16000,3500,6.745236349484363,9.680406499268875,8.160803920954665,1
다미참치,609,27000,2500,6.413458957167357,10.203629181337648,7.824445930877619,1
육회란연어다-공릉묵동점,1081,14000,3500,6.9865664594064265,9.546884034617925,8.160803920954665,1
스시소리,146,16000,2400,4.990432586778736,9.680406499268875,7.783640596221253,2
미소야-창동점,186,15000,3400,5.231108616854587,9.61587214452889,8.131824785007195,1
현스키친,957,9500,3900,6.86484777797086,9.15915233520675,8.268988209506656,0
해신횟집-상계점,273,20000,3000,5.6131281063880705,9.90353755128617,8.006700845440367,1
혜화동돈까스극장-서울상계점,760,13900,3000,6.634633357861686,9.539716058977092,8.006700845440367,1
늘해돈,64,14500,2900,4.174387269895637,9.581972891547895,7.972810784121404,3
롤앤폭돈까스,120,9000,4000,4.795790545596741,9.105090961257085,8.294299608857235,0
돈카츠전문점100카츠-상계1호점,61,16000,2900,4.127134385045092,9.680406499268875,7.972810784121404,3
주식이돈까스&탕수육,279,9000,3000,5.634789603169249,9.105090961257085,8.006700845440367,0
문지원의열정스시,202,16000,2900,5.313205979041787,9.680406499268875,7.972810784121404,1
삼정종합어시장-상계점,1587,25000,3900,7.370230641807081,10.12667110305036,8.268988209506656,1
셰프의돈까스,860,15000,2500,6.7580945044277305,9.61587214452889,7.824445930877619,1
신군산횟집,7,20000,3000,2.0794415416798357,9.90353755128617,8.006700845440367,3
가람참치&스시,231,23000,2000,5.44673737166631,10.043292972227004,7.601402334583733,2
육회촌연어리,964,9900,5500,6.872128101338986,9.200391041122515,8.612685172875459,0
스시고칸-중계점,509,12000,4400,6.234410725718371,9.392745258631441,8.38958706681109,1
미스터빠삭-상계점,1418,13000,3500,7.257707677160043,9.472781556562168,8.160803920954665,1
선진팜-쌍문점,484,15000,3400,6.184148890937483,9.61587214452889,8.131824785007195,1
주니초밥,909,16000,2900,6.813444599510896,9.680406499268875,7.972810784121404,1
나승준함흥냉면&코다리냉면,522,14000,3400,6.259581464064923,9.546884034617925,8.131824785007195,1
우애돈카츠-상계점,1182,10000,3000,7.075808863978387,9.210440366976517,8.006700845440367,0
돈카츠브라더스,210,12000,1000,5.351858133476067,9.392745258631441,6.90875477931522,2
혼돈혼자먹는돈까스-본점,78,15000,4000,4.3694478524670215,9.61587214452889,8.294299608857235,3
밀알생돈까스,270,15000,3900,5.602118820879701,9.61587214452889,8.268988209506656,1
밥깨비-노원점,1039,12000,2000,6.946975992135418,9.392745258631441,7.601402334583733,2
열심참치,527,18000,3500,6.269096283706261,9.798182590890704,8.160803920954665,1
스쿨푸드-노원점,678,15000,2500,6.520621127558696,9.61587214452889,7.824445930877619,1
수락이오냉면-본점,1277,12000,2900,7.15305163493748,9.392745258631441,7.972810784121404,1
사누끼-본점,51,15000,3400,3.9512437185814275,9.61587214452889,8.131824785007195,3
쉐프마인드,231,11000,3400,5.44673737166631,9.305741456739435,8.131824785007195,0
스시황초밥전문-창동본점,84,13000,3400,4.442651256490317,9.472781556562168,8.131824785007195,3
스시웨이-노원점,148,20000,2500,5.003946305945459,9.90353755128617,7.824445930877619,1
방학동우동,180,12000,4000,5.198497031265826,9.392745258631441,8.294299608857235,0
유메스시-도봉점,193,12000,2000,5.267858159063328,9.392745258631441,7.601402334583733,2
노원스시호,1787,15000,2000,7.488852955733459,9.61587214452889,7.601402334583733,2
청년어부초밥-수유점,19,15000,5400,2.995732273553991,9.61587214452889,8.594339400592892,3
현덕육회-노원점,25,8900,3500,3.258096538021482,9.093918908958932,8.160803920954665,0
고치소돈카츠,7,10000,2900,2.0794415416798357,9.210440366976517,7.972810784121404,3
육회왕자연어공주-방학점,74,9900,3000,4.31748811353631,9.200391041122515,8.006700845440367,0
돈카살롱-마들역점,14,14000,2900,2.70805020110221,9.546884034617925,7.972810784121404,3
바다와새우,66,20000,2000,4.204692619390966,9.90353755128617,7.601402334583733,2
아오리-노원점,11,12000,2500,2.4849066497880004,9.392745258631441,7.824445930877619,3
코바코-상계점,201,15000,2000,5.308267697401205,9.61587214452889,7.601402334583733,2
미스터빽실장-본점,379,20000,4400,5.940171252720432,9.90353755128617,8.38958706681109,1
뜸들이다-창동점,1672,8700,2400,7.422373700986824,9.071193240566025,7.783640596221253,0
커사스,99,12500,2900,4.605170185988092,9.433563920090563,7.972810784121404,0
명인만두-방학점,1508,12000,3000,7.319202458767849,9.392745258631441,8.006700845440367,1
마들회마트,32,21000,2900,3.4965075614664802,9.952325334619427,7.972810784121404,3
젓가락파스타&돈부리,388,7000,2400,5.963579343618446,8.853808274977197,7.783640596221253,0
"육회란연어다-중계,상계점",65,13800,2000,4.189654742026425,9.53249633228804,7.601402334583733,2
싱싱활어천국-노원점,157,20000,3900,5.062595033026967,9.90353755128617,8.268988209506656,1
네바다혼술횟집,451,21000,4000,6.113682179832232,9.952325334619427,8.294299608857235,1
교양식돈까스,13,15000,3400,2.6390573296152584,9.61587214452889,8.131824785007195,3
일심당-도봉점,34,12000,4400,3.5553480614894135,9.392745258631441,8.38958706681109,3
방아골스시,172,12000,3300,5.153291594497779,9.392745258631441,8.101980731853192,0
잇츠카츠-상계점,12,12000,2000,2.5649493574615367,9.392745258631441,7.601402334583733,3
킹스김밥,467,12000,3000,6.148468295917647,9.392745258631441,8.006700845440367,0
김밥천국-공릉점,974,11000,3000,6.882437470997847,9.305741456739435,8.006700845440367,0
남도회을지로골뱅이,97,20000,3500,4.584967478670572,9.90353755128617,8.160803920954665,1
유참치,1,25000,3000,0.6931471805599453,10.12667110305036,8.006700845440367,3
돈까스짱-방학동도깨비시장점,54,14000,4000,4.007333185232471,9.546884034617925,8.294299608857235,3
The수제돈까스&슬러시불냉면(강북점),3173,8500,6400,8.062747901086354,9.04793908261736,8.764209507142004,0
바다야숙성회,65,15000,3400,4.189654742026425,9.61587214452889,8.131824785007195,3
육회한도시락,180,14000,3500,5.198497031265826,9.546884034617925,8.160803920954665,1
타코타임타코야끼,981,12500,4500,6.889591308354466,9.433563920090563,8.412054873292933,1
채선당도시락&샐러드-마들점,562,15000,2900,6.333279628139691,9.61587214452889,7.972810784121404,1
삿갓봉초밥,319,17000,3000,5.768320995793772,9.741027444837728,8.006700845440367,1
청정바다수산-중계점,135,26000,3000,4.912654885736052,10.165890277802454,8.006700845440367,1
브라운돈까스-노원역점,44,15000,4000,3.8066624897703196,9.61587214452889,8.294299608857235,3
옛날한우샤맛고-도봉점,0,25900,1500,0.0,10.16203685698089,7.313886831633462,3
어전-초밥전문점,350,18000,3000,5.860786223465865,9.798182590890704,8.006700845440367,1
오니기리와이규동-은행사거리점,216,15000,4400,5.37989735354046,9.61587214452889,8.38958706681109,1
노량진수산시장벌교아줌마,1033,13000,20000,6.9411900550683745,9.472781556562168,9.90353755128617,1
김밥천국-마들역점,338,15000,3000,5.82600010738045,9.61587214452889,8.006700845440367,1
동해수산물회센터,586,20000,9000,6.375024819828097,9.90353755128617,9.105090961257085,1
차고집칡냉면&수제돈까스,1746,12000,2900,7.465655310134056,9.392745258631441,7.972810784121404,1
육회바른연어-쌍문점,194,10000,3500,5.272999558563747,9.210440366976517,8.160803920954665,0
은행골-도봉점,350,15000,2900,5.860786223465865,9.61587214452889,7.972810784121404,1
돈까스짱-상계점,83,15000,3500,4.430816798843313,9.61587214452889,8.160803920954665,3
스시노칸도-노원점,62,14000,2000,4.143134726391533,9.546884034617925,7.601402334583733,2
파스타입니다-노원점,1310,7000,3200,7.1785454837637,8.853808274977197,8.071218539969863,0
1%활어&숙성회,144,17000,5400,4.976733742420574,9.741027444837728,8.594339400592892,1
스시통-본점,17,20000,3400,2.8903717578961645,9.90353755128617,8.131824785007195,3
우마이초밥,308,20000,2900,5.733341276897746,9.90353755128617,7.972810784121404,1
우동야마이루식-창동점,51,9800,1900,3.9512437185814275,9.19023970026918,7.550135342488429,0
착한가격족선생,24,22000,4500,3.2188758248682006,9.99884318585288,8.412054873292933,3
앞다리뒷다리,200,28000,4500,5.303304908059076,10.239995502805316,8.412054873292933,1
삼시족발,2219,14900,2000,7.705262474866325,9.60918360377546,7.601402334583733,2
잭아저씨족발보쌈-노원점,4768,20000,1000,8.469891918298224,9.90353755128617,6.90875477931522,2
구구족-쌍문역점,4691,19000,2400,8.453614209773367,9.852246888342531,7.783640596221253,1
이장군왕족발-창동점,1067,18000,2000,6.97354301952014,9.798182590890704,7.601402334583733,2
가장맛있는족발-은행사거리점,2278,29000,2000,7.731492029245684,10.275085591132715,7.601402334583733,2
족발야시장-상계점,711,29000,1000,6.568077911411976,10.275085591132715,6.90875477931522,2
구구족-노원상계점,747,18900,2900,6.617402977974478,9.846970109700957,7.972810784121404,1
족발야시장-쌍문점,4087,29000,3000,8.31581113188354,10.275085591132715,8.006700845440367,1
원할머니보쌈-수락산점,1761,30000,2000,7.474204806496124,10.308985993422082,7.601402334583733,2
개성보쌈족발-노원본점,821,20000,2000,6.71174039505618,9.90353755128617,7.601402334583733,2
보쌈애-방학동점,374,13000,2900,5.926926025970411,9.472781556562168,7.972810784121404,1
가장맛있는족발-수락산점,225,30000,2000,5.420534999272286,10.308985993422082,7.601402334583733,2
영동족발&보쌈-노원본점,190,17000,2000,5.25227342804663,9.741027444837728,7.601402334583733,2
도야족발-창동점,1097,18000,2000,7.001245622069476,9.798182590890704,7.601402334583733,2
족발야시장-창동역점,1278,30000,1000,7.153833801578843,10.308985993422082,6.90875477931522,2
족발야시장-공릉점,2499,30000,4000,7.824046010856292,10.308985993422082,8.294299608857235,1
족발야시장-수락산점,249,29000,2000,5.521460917862246,10.275085591132715,7.601402334583733,2
족발참잘하는집-창동점,159,20000,2000,5.075173815233827,9.90353755128617,7.601402334583733,2
윤씨네족보,378,28000,1000,5.937536205082426,10.239995502805316,6.90875477931522,2
소문난순대국&왕족발,288,12000,3000,5.666426688112432,9.392745258631441,8.006700845440367,0
달인보쌈,8,13000,2000,2.1972245773362196,9.472781556562168,7.601402334583733,3
싸움의고수-은행사거리점,425,7500,3400,6.054439346269371,8.922791623969637,8.131824785007195,0
가장맛있는족발-중계브라운스톤점,248,25000,2900,5.517452896464707,10.12667110305036,7.972810784121404,1
마스터족발-방학점,139,25000,2000,4.941642422609304,10.12667110305036,7.601402334583733,2
뚱보족발보쌈,34,25000,1000,3.5553480614894135,10.12667110305036,6.90875477931522,2
귀한족발-노원점,31,25000,3400,3.4657359027997265,10.12667110305036,8.131824785007195,3
아씨네화덕족발-상계점,44,29000,2500,3.8066624897703196,10.275085591132715,7.824445930877619,1
쉐프의1인족발보쌈,17,7900,3400,2.8903717578961645,8.974744612722734,8.131824785007195,0
족발갓성비-공릉점,620,10000,5000,6.431331081933479,9.210440366976517,8.517393171418904,0
가장맛있는족발-창동먹자골목점,78,30000,2000,4.3694478524670215,10.308985993422082,7.601402334583733,2
장수왕족발보쌈-본점,308,20000,2000,5.733341276897746,9.90353755128617,7.601402334583733,2
순수한방김가네왕족발,45,20000,2000,3.828641396489095,9.90353755128617,7.601402334583733,2
가장맛있는족발-보람마들점,42,30000,3000,3.7612001156935624,10.308985993422082,8.006700845440367,1
함가네대왕족발,10,17000,2900,2.3978952727983707,9.741027444837728,7.972810784121404,3
봉심이족발보쌈전문점,111,28000,3900,4.718498871295094,10.239995502805316,8.268988209506656,1
N도시락,328,10000,3500,5.796057750765372,9.210440366976517,8.160803920954665,0
가장맛있는족발-공릉점,1216,28000,6000,7.104144092987527,10.239995502805316,8.699681400989514,1
당일왕족발,491,27000,4000,6.198478716492308,10.203629181337648,8.294299608857235,1
숯불구이예가족발-노원점,15,18000,3000,2.772588722239781,9.798182590890704,8.006700845440367,3
박순남의오시는족족,14,26000,2000,2.70805020110221,10.165890277802454,7.601402334583733,3
마마족발,180,28000,2000,5.198497031265826,10.239995502805316,7.601402334583733,2
마왕족발-상계점,833,27000,3500,6.726233402358747,10.203629181337648,8.160803920954665,1
방학동황금족발-본점,147,20000,3000,4.997212273764115,9.90353755128617,8.006700845440367,1
오봉족발-본점,1389,10000,5000,7.237059026124737,9.210440366976517,8.517393171418904,0
남대문황금족발-공릉점,63,28000,3000,4.1588830833596715,10.239995502805316,8.006700845440367,1
가장맛있는족발-상계역점,274,29000,4000,5.616771097666572,10.275085591132715,8.294299608857235,1
따스한곱창-방학역점,130,13900,1000,4.875197323201151,9.539716058977092,6.90875477931522,2
귀한1인족발보쌈,100,10000,5000,4.61512051684126,9.210440366976517,8.517393171418904,0
호세야오리바베큐-방학점,69,16000,2000,4.248495242049359,9.680406499268875,7.601402334583733,2
만족오향족발-창동점,10,22000,3000,2.3978952727983707,9.99884318585288,8.006700845440367,3
종가집할매보쌈족발,55,12000,4000,4.02535169073515,9.392745258631441,8.294299608857235,3
오늘은족발이다,3,25000,3400,1.3862943611198906,10.12667110305036,8.131824785007195,3
참맛있는족발보쌈,12,12000,4000,2.5649493574615367,9.392745258631441,8.294299608857235,3
호세야오리바베큐-상계점,400,19000,3000,5.993961427306569,9.852246888342531,8.006700845440367,1
신라왕족발&보쌈,4,20000,3400,1.6094379124341003,9.90353755128617,8.131824785007195,3
그리운시장족발,0,23000,4000,0.0,10.043292972227004,8.294299608857235,3
족발끝판왕-공릉점,261,10000,5000,5.568344503761097,9.210440366976517,8.517393171418904,0
신창족발,14,25000,5400,2.70805020110221,10.12667110305036,8.594339400592892,3
대문한정식,5,20000,3900,1.791759469228055,9.90353755128617,8.268988209506656,3
방태막국수-창동점,14,20000,3400,2.70805020110221,9.90353755128617,8.131824785007195,3
테이크돈,3,14000,2900,1.3862943611198906,9.546884034617925,7.972810784121404,3
쪽갈비상회-쌍문점,161,15000,4000,5.087596335232384,9.61587214452889,8.294299608857235,1
명가마늘보쌈&청국장,1,30000,2900,0.6931471805599453,10.308985993422082,7.972810784121404,3
코리안(KOREAN)명품족발,0,30000,6400,0.0,10.308985993422082,8.764209507142004,3
제주도흑돼지족발,0,15000,2900,0.0,9.61587214452889,7.972810784121404,3
완도황칠보쌈전복찜,0,25000,4400,0.0,10.12667110305036,8.38958706681109,3
롯데리아-마들역점,3880,10000,3500,8.263848131368906,9.210440366976517,8.160803920954665,0
고기혁명-노원점,270,14900,2500,5.602118820879701,9.60918360377546,7.824445930877619,1
연평도간장게장-방학점,0,12000,5500,0.0,9.392745258631441,8.612685172875459,3
